city,City,Country,Latitude,Longitude,Temperature,Humidity,Cloudiness,Windspeed,Date
355,Kudahuvadhoo,MV,2.6708,72.8944,81.61,77,55,12.41,1667755732
356,Isil'kul',RU,54.9109,71.2728,26.98,92,99,11.12,1667755732
357,Ambon City,ID,-3.6954,128.1814,77.23,15,40,5.75,1667755733
358,Sambava,MG,-14.2667,50.1667,74.07,86,20,6.42,1667755733
359,Baft,IR,29.234,56.6057,51.64,28,0,6.02,1667755733
360,Christchurch,NZ,-43.5333,172.6333,52.95,82,75,4.61,1667755598
361,Ugoofaaru,MV,5.6667,73.0,81.57,72,95,6.06,1667755734
362,Kaitangata,NZ,-46.2817,169.8464,41.92,90,31,6.4,1667755734
363,Nicoya,CR,10.1483,-85.452,79.81,84,100,3.18,1667755682
364,Bukachacha,RU,52.9833,116.9167,10.09,96,14,2.73,1667755735
365,George Town,MY,5.4112,100.3354,81.23,89,20,3.44,1667755735
366,Pokrovskoye,RU,47.4157,38.8971,39.56,70,8,9.22,1667755735
367,Sibolga,ID,1.7427,98.7792,75.85,88,100,3.18,1667755736
368,Waipawa,NZ,-41.4122,175.5153,44.4,90,0,5.88,1667755736
369,Nishihara,JP,26.1842,127.7558,72.68,73,75,13.8,1667755736
370,Mariakani,KE,-3.8633,39.4736,73.98,84,26,5.53,1667755737
371,Inuvik,CA,68.3499,-133.7218,11.16,92,100,5.75,1667755519
372,Beibei,CN,29.8256,106.4339,67.37,72,15,5.48,1667755737
373,Isiro,CD,2.7739,27.616,67.59,98,100,0.67,1667755737
374,Goundam,ML,16.4145,-3.6708,94.44,11,6,7.25,1667755738
375,Rawson,AR,-43.3002,-65.1023,89.4,16,18,12.95,1667755738
376,Pittsburg,US,38.028,-121.8847,60.08,65,0,9.22,1667755738
377,Walvis Bay,NA,-22.9575,14.5053,67.15,77,98,2.3,1667755739
378,Pouébo,NC,-20.4,164.5667,75.49,86,3,9.13,1667755739
379,Samarai,PG,-10.6167,150.6667,81.95,75,84,3.71,1667755739
380,Ukiah,US,39.1502,-123.2078,52.16,89,0,0.0,1667755740
381,Kungurtug,RU,50.5994,97.5228,20.28,77,76,1.92,1667755740
382,Zhangjiakou Shi Xuanhua Qu,CN,40.6103,115.0447,40.21,48,8,6.13,1667755741
383,Robertsport,LR,6.7533,-11.3686,81.57,73,14,7.83,1667755741
384,Srednekolymsk,RU,67.45,153.6833,-9.74,99,78,9.48,1667755741
385,Port Augusta,AU,-32.5,137.7667,68.68,35,2,9.73,1667755742
386,Viedma,AR,-40.8135,-62.9967,87.1,18,94,20.38,1667755516
387,Pisco,PE,-13.7,-76.2167,70.02,77,0,10.36,1667755742
388,Martapura,ID,-3.4167,114.85,74.52,97,100,2.26,1667755743
389,Fairbanks,US,64.8378,-147.7164,0.91,79,0,0.0,1667755615
390,Rowlett,US,32.9029,-96.5639,74.98,63,0,13.8,1667755639
391,Mehamn,NO,71.0357,27.8492,37.35,65,75,11.5,1667755743
392,Moose Factory,CA,51.2585,-80.6094,37.4,87,100,18.41,1667755743
393,Cabedelo,BR,-6.9811,-34.8339,84.87,67,71,12.84,1667755744
394,Khorixas,NA,-20.3667,14.9667,68.5,43,99,20.18,1667755745
395,Whyalla,AU,-33.0333,137.5833,67.96,49,44,6.93,1667755745
396,Pocrí,PA,8.2667,-80.55,80.42,76,98,14.58,1667755745
397,Najrān,SA,17.4924,44.1277,74.05,24,4,4.88,1667755622
398,Saint-Pierre,RE,-21.3393,55.4781,74.88,78,0,4.61,1667755746
399,Sindor,RU,62.8629,51.8905,22.37,99,81,4.41,1667755746
400,Kavieng,PG,-2.5744,150.7967,82.42,73,100,5.77,1667755746
401,Sechura,PE,-5.5569,-80.8222,75.2,58,25,10.2,1667755747
402,Green Valley,US,31.8543,-110.9937,72.25,26,0,1.01,1667755747
403,Xai-Xai,MZ,-25.0519,33.6442,74.23,86,74,10.47,1667755747
404,Øksfjord,NO,70.2396,22.3479,37.58,74,100,5.39,1667755748
405,Burmakino,RU,57.4166,40.2369,27.97,86,100,6.71,1667755748
406,Sarangani,PH,5.4033,125.4636,82.63,75,86,4.92,1667755749
407,Atotonilco el Grande,MX,20.2833,-98.6667,72.21,38,0,4.63,1667755749
408,Puerto Madryn,AR,-42.7692,-65.0385,88.5,20,3,27.18,1667755527
409,Khajuraho,IN,24.85,79.9333,71.62,51,13,3.49,1667755750
410,Raudeberg,NO,61.9875,5.1352,43.95,31,99,10.63,1667755750
411,Pangnirtung,CA,66.1451,-65.7125,15.8,57,40,9.22,1667755750
412,Vostok,RU,46.4856,135.8833,21.54,70,6,4.99,1667755751
413,Sos'va,RU,59.1766,61.8558,20.88,96,72,4.23,1667755751
414,Mokhotlong,LS,-29.2894,29.0675,61.43,44,68,6.96,1667755752
415,Datong,CN,40.0936,113.2914,36.97,45,0,6.58,1667755752
416,Darhan,MN,49.4867,105.9228,27.72,67,7,7.56,1667755752
417,Głowno,PL,51.9646,19.7157,43.99,100,0,6.96,1667755753
418,Skellefteå,SE,64.7507,20.9528,37.99,100,100,6.91,1667755753
419,Mittagong,AU,-34.45,150.45,54.19,98,87,2.01,1667755754
420,Ponta Delgada,PT,37.7333,-25.6667,68.5,77,20,8.05,1667755754
421,Baculin,PH,7.4525,126.5842,77.14,80,100,5.44,1667755755
422,Kenai,US,60.5544,-151.2583,-3.91,92,0,4.61,1667755755
423,Sangar,RU,63.9242,127.4739,-24.29,99,100,3.91,1667755755
424,Finschhafen,PG,-6.6024,147.8681,79.75,76,100,4.43,1667755756
425,Paysandu,UY,-32.3214,-58.0756,77.88,28,1,14.34,1667755756
426,Homa Bay,KE,-0.5273,34.4571,67.8,84,98,5.57,1667755756
427,College,US,64.8569,-147.8028,0.9,79,0,0.0,1667755757
428,Ust-Nera,RU,64.5667,143.2,-9.49,98,100,3.13,1667755757
429,Hofn,IS,64.2539,-15.2082,39.38,95,100,13.71,1667755757
430,Tshikapa,CD,-6.4167,20.8,72.36,93,94,1.79,1667755758
431,Waggaman,US,29.9185,-90.2109,86.0,73,20,9.22,1667755758
432,The Valley,AI,18.217,-63.0578,84.81,79,40,18.41,1667755758
433,Mount Isa,AU,-20.7333,139.5,73.17,68,75,10.36,1667755759
434,Marawi,PH,7.9986,124.2928,68.83,95,100,1.86,1667755759
435,Nyurba,RU,63.2842,118.3319,-18.02,100,21,0.67,1667755760
436,Avanigadda,IN,16.0215,80.9181,72.9,78,6,4.21,1667755760
437,Palembang,ID,-2.9167,104.7458,77.09,100,20,3.44,1667755760
438,Guerrero Negro,MX,27.9769,-114.0611,68.25,61,0,9.06,1667755515
439,Yavaros,MX,26.7,-109.5167,76.44,34,0,4.61,1667755761
440,Channel-Port aux Basques,CA,47.5702,-59.1367,53.82,93,100,6.29,1667755761
441,Nome,US,64.5011,-165.4064,33.87,86,100,25.32,1667755762
442,Xuanzhou,CN,30.9525,118.7553,55.44,69,0,3.89,1667755762
443,Kyra,RU,49.5776,111.9753,22.17,85,12,3.6,1667755762
444,Bathsheba,BB,13.2167,-59.5167,86.61,70,20,10.36,1667755763
445,Yulara,AU,-25.2406,130.9889,78.57,17,87,15.7,1667755763
446,Hue,VN,16.4667,107.6,73.51,88,40,3.44,1667755764
447,Paoua,CF,7.2427,16.4406,74.62,46,98,0.27,1667755764
448,Tura,IN,25.5198,90.2201,65.88,93,0,3.24,1667755765
449,Mount Gambier,AU,-37.8333,140.7667,51.62,89,5,4.7,1667755765
450,Grajaú,BR,-5.8194,-46.1386,77.54,87,100,0.29,1667755765
451,Kuril'sk,RU,45.2333,147.8833,39.72,71,95,14.67,1667755766
452,Arrondissement de Parthenay,FR,46.6667,-0.4167,55.94,89,37,14.88,1667755766
453,Caranavi,BO,-15.8167,-67.55,82.06,29,2,5.41,1667755766
454,Jaqué,PA,7.5175,-78.1703,80.71,76,100,6.51,1667755767
455,Sterling,US,39.0062,-77.4286,75.31,80,100,15.01,1667755767
456,Vitim,RU,59.4511,112.5578,24.13,91,100,9.73,1667755768
457,Poum,NC,-20.2333,164.0167,78.35,77,0,5.82,1667755768
458,Spearfish,US,44.4908,-103.8594,40.66,41,0,24.16,1667755768
459,Lata,PT,40.1629,-8.3327,63.07,90,100,1.07,1667755769
460,Minsk,BY,53.9,27.5667,40.75,99,100,3.24,1667755574
461,Tecate,MX,32.5667,-116.6333,62.35,44,0,3.56,1667755769
462,Xichang,CN,27.8964,102.2634,52.54,86,0,1.25,1667755769
463,Tieling,CN,42.2931,123.8414,44.87,83,100,5.12,1667755770
464,Capitão Poço,BR,-1.7464,-47.0594,85.66,62,96,4.38,1667755770
465,Bodø,NO,67.28,14.405,41.77,78,75,5.75,1667755770
466,San Andrés,CO,12.5847,-81.7006,84.22,74,40,4.61,1667755771
467,Beringovskiy,RU,63.05,179.3167,30.83,89,84,8.23,1667755771
468,Algodones,MX,20.3888,-105.4773,77.14,67,13,3.62,1667755772
469,Shahreza,IR,32.0339,51.8794,53.62,29,0,2.84,1667755772
470,Ixtapa,MX,20.7,-105.2,81.23,61,0,5.01,1667755772
471,Greensboro,US,36.0726,-79.792,76.35,87,100,10.36,1667755495
472,San Luis,AR,-33.295,-66.3356,86.92,17,64,9.42,1667755773
473,Krasnoural'sk,RU,58.3638,60.0407,26.44,90,81,6.51,1667755773
474,Anlu,CN,31.1661,112.5831,60.51,57,0,2.86,1667755773
475,Kemijärvi,FI,66.7131,27.4306,32.29,99,98,2.62,1667755774
476,Kysyl-Syr,RU,63.8986,122.7617,-21.6,100,11,3.62,1667755774
477,Taoudenni,ML,22.6783,-3.9836,89.04,10,0,10.27,1667755774
478,Dixon,US,38.4455,-121.8233,56.91,74,40,6.91,1667755775
479,Rafsanjān,IR,30.4067,55.9939,63.39,23,0,7.31,1667755775
480,Rørvik,NO,64.8621,11.2373,39.18,93,75,2.3,1667755776
481,Saint-Joseph,RE,-21.3667,55.6167,73.78,80,55,6.04,1667755488
482,Clarence Town,AU,-32.5833,151.7833,63.86,98,5,1.81,1667755776
483,Okha,RU,53.5739,142.9478,27.01,76,100,19.04,1667755776
484,Mocuba,MZ,-16.8392,36.9856,83.01,55,82,5.93,1667755777
485,Krasnorechenskiy,RU,44.6265,135.3532,24.76,60,5,3.36,1667755777
486,Port Shepstone,ZA,-30.7414,30.455,69.85,74,47,8.32,1667755778
487,Devonport,AU,-41.1667,146.35,53.02,89,7,3.94,1667755778
488,Arriaga,MX,16.2333,-93.9,88.66,59,76,4.07,1667755778
489,Caronport,CA,50.4501,-105.8179,17.78,87,100,21.97,1667755779
490,San Patricio,US,28.017,-97.5169,87.08,68,27,7.61,1667755779
491,Beckley,US,37.7782,-81.1882,73.81,61,40,10.36,1667755519
492,Ōhara,JP,35.25,140.3833,58.91,63,44,6.78,1667755779
493,Stabat,ID,3.761,98.4513,75.4,97,100,4.36,1667755780
494,Kuito,AO,-12.3833,16.9333,64.06,82,95,3.13,1667755780
495,Burriana,ES,39.889,-0.085,67.05,66,54,3.51,1667755780
496,Tabat,ID,-2.635,115.2274,74.08,100,100,0.31,1667755781
497,Santiago,CL,-33.4569,-70.6483,84.54,36,0,10.36,1667755781
498,Kotdwāra,IN,29.75,78.5333,67.46,65,100,5.5,1667755781
499,São Félix do Xingu,BR,-6.6447,-51.995,81.5,75,100,0.27,1667755782
500,Tommot,RU,58.9564,126.2925,17.11,92,100,10.22,1667755782
501,Semnan,IR,35.5729,53.3971,58.84,38,20,6.91,1667755782
502,Voi,KE,-3.3945,38.563,76.59,69,55,9.37,1667755783
503,Ishimbay,RU,53.4545,56.0415,29.46,92,100,7.47,1667755783
504,Turukhansk,RU,65.8167,87.9833,21.92,96,100,9.06,1667755783
505,Khojaly District,AZ,39.913,46.7903,44.15,93,100,4.16,1667755784
506,Bintulu,MY,3.1667,113.0333,75.61,100,40,4.61,1667755784
507,Ugra,RU,54.7777,34.3267,33.76,80,100,8.34,1667755784
508,Columbus,US,39.9612,-82.9988,71.11,64,75,13.8,1667755558
509,Lieksa,FI,63.3167,30.0167,40.59,97,100,15.1,1667755785
510,Sur,OM,22.5667,59.5289,80.74,65,91,3.47,1667755785
511,Richards Bay,ZA,-28.783,32.0377,69.48,78,11,5.82,1667755786
512,Urdoma,RU,61.7533,48.5442,23.36,97,64,4.97,1667755786
513,Newport,GB,51.5877,-2.9984,52.77,89,98,23.53,1667755730
514,Balkanabat,TM,39.5108,54.3671,51.15,59,65,12.35,1667755786
515,Kerema,PG,-7.9631,145.7785,77.83,88,100,4.83,1667755787
516,Stepnyak,KZ,52.8339,70.7803,28.11,88,100,10.09,1667755787
517,Shimanovsk,RU,52.0,127.7,18.57,84,8,4.65,1667755787
518,Matamoros,MX,25.5333,-103.25,72.1,25,0,4.61,1667755715
519,Thompson,CA,55.7435,-97.8558,24.96,86,100,13.8,1667755788
520,Grove City,US,39.8815,-83.093,70.83,64,40,12.66,1667755469
521,Storforshei,NO,66.4043,14.5233,39.65,93,40,0.0,1667755788
522,Colares,PT,38.7992,-9.4469,67.33,91,75,14.0,1667755789
523,Inhambane,MZ,-23.865,35.3833,78.78,89,40,4.61,1667755789
524,Manchester,GB,53.4809,-2.2374,51.44,88,20,8.05,1667755325
525,Puerto Baquerizo Moreno,EC,-0.9,-89.6,72.59,73,75,16.11,1667755789
526,Wamba,NG,8.9333,8.6,79.27,39,71,2.48,1667755790
527,Mackenzie,CA,55.2999,-123.1698,8.82,47,75,8.05,1667755790
528,Vallenar,CL,-28.5708,-70.7581,83.34,26,13,10.02,1667755790
529,Dhidhdhoo,MV,6.8833,73.1,81.23,69,98,3.31,1667755791
530,Chokwé,MZ,-24.5333,32.9833,74.98,80,44,12.19,1667755791
531,Xinqing,CN,48.2333,129.5,23.94,79,7,2.68,1667755792
532,San Quintín,MX,30.4833,-115.95,64.24,68,0,6.96,1667755792
533,Camacupa,AO,-12.0167,17.4833,68.68,71,94,3.02,1667755792
534,Leningradskiy,RU,69.3833,178.4167,22.1,75,76,9.1,1667755793
535,Meulaboh,ID,4.1363,96.1285,76.68,88,100,2.93,1667755793
536,Wajid,SO,3.8093,43.2471,82.27,57,100,8.41,1667755793
537,Grindavik,IS,63.8424,-22.4338,42.75,87,75,8.05,1667755794
538,Kishtwār,IN,33.3167,75.7667,49.32,74,100,3.74,1667755794
539,Lamu,KE,-2.2717,40.902,79.02,85,91,9.19,1667755794
540,Kendal,GB,54.3268,-2.7476,49.84,93,100,9.13,1667755795
541,Sitka,US,57.0531,-135.33,30.09,37,0,4.61,1667755795
542,Padilla,CO,3.2204,-76.3139,83.89,63,51,2.66,1667755795
543,Shahdad Kot,PK,27.8477,67.9055,75.83,33,100,5.12,1667755796
544,Broken Hill,AU,-31.95,141.4333,63.1,59,52,7.87,1667755796
545,Puerto del Rosario,ES,28.5004,-13.8627,74.95,73,20,9.22,1667755796
546,Urengoy,RU,65.9667,78.3667,12.96,97,100,3.74,1667755797
547,Tambongon,PH,10.9677,123.9244,79.66,85,76,6.38,1667755797
548,Broome,US,42.2506,-75.833,74.46,75,100,13.8,1667755797
549,Killybegs,IE,54.6333,-8.45,51.51,80,97,18.84,1667755798
550,Marystown,CA,47.1666,-55.1483,54.34,84,90,3.58,1667755798
551,Fallon,US,39.4735,-118.7774,48.92,85,0,8.05,1667755710
552,Coquimbo,CL,-29.9533,-71.3436,64.13,67,20,12.66,1667755798
553,Borna,DE,51.1167,12.5,47.07,85,45,4.61,1667755799
554,Meru,KE,0.0463,37.6559,61.99,89,100,3.47,1667755799
555,Krupanj,RS,44.3656,19.3619,49.32,95,100,1.41,1667755509
556,Halifax,CA,44.6453,-63.5724,72.68,75,93,16.11,1667755782
557,Mayya,RU,61.7333,130.2811,-13.68,99,100,5.21,1667755800
558,Bowen,AU,-20.0167,148.2333,75.13,75,67,17.43,1667755800
559,Altay,CN,47.8667,88.1167,38.44,57,93,3.62,1667755800
560,Pochutla,MX,15.7432,-96.4661,87.82,64,56,6.13,1667755801
561,Koratla,IN,18.8167,78.7167,69.62,68,55,2.73,1667755801
562,Valdez,EC,1.2492,-78.9831,77.52,77,78,8.48,1667755801
563,Bonfim,BR,3.0833,-59.95,88.77,53,54,0.81,1667755802
564,Sobolevo,RU,54.4299,31.8996,34.7,96,100,10.83,1667755802
565,Llata,PE,-9.4167,-76.7833,64.51,58,41,9.89,1667755803
566,Kailua,US,21.4022,-157.7394,77.14,81,93,18.32,1667755803
567,Tupik,RU,54.4253,119.9327,5.16,91,13,3.87,1667755803
568,Khowst,AF,33.3833,69.8833,53.76,68,96,1.68,1667755804
569,Erenhot,CN,43.6475,111.9767,30.45,46,0,4.52,1667755804
570,San Ignacio,BZ,17.1561,-89.0714,87.94,66,20,4.61,1667755804
